Hour,Active_Users,CPU_Usage (%),Memory_Usage (%),Datetime,Weekday,DayOfMonth,WeekOfMonth,Is_Business_Hours,Has_Event,Event_Payroll,Event_Tax,Event_EoM,Event_Risk_Score,Event_Day_Proximity_Hours,Active_Users_Lag1,Active_Users_Trend1,Active_Users_MA3,Active_Users_MA6,Active_Users_PctChange1,CPU_Usage (%)_Lag1,CPU_Usage (%)_Trend1,CPU_Usage (%)_MA3,CPU_Usage (%)_MA6,CPU_Usage (%)_PctChange1,Memory_Usage (%)_Lag1,Memory_Usage (%)_Trend1,Memory_Usage (%)_MA3,Memory_Usage (%)_MA6,Memory_Usage (%)_PctChange1,Saturation_Max,Saturation_HMean,Queue_Pressure,Scaling_Action,Scaling_Next_1h
18,93,33.4,33.52,2025-06-08 18:00:00,6,8,2,1,0,0,0,0,0.0,48,69.0,24.0,86.33333333333333,80.0,0.34782608695652173,34.46,-1.0600000000000023,39.04666666666667,34.32833333333333,-0.03076030179918754,17.33,16.190000000000005,27.00666666666666,27.518333333333334,0.9342181188690137,33.52,33.45989193873444,1,0,0
19,71,14.21,34.02,2025-06-08 19:00:00,6,8,2,1,0,0,0,0,0.0,48,93.0,-22.0,77.66666666666667,79.83333333333333,-0.23655913978494625,33.4,-19.189999999999998,27.356666666666666,31.38,-0.5745508982035927,33.52,0.5,28.289999999999996,30.255,0.014916467780429654,34.02,20.046617913194737,0,0,0
20,73,53.3,18.32,2025-06-08 20:00:00,6,8,2,0,0,0,0,0,0.0,49,71.0,2.0,79.0,81.16666666666667,0.028169014084507005,14.21,39.089999999999996,33.63666666666666,36.14333333333333,1.0,34.02,-15.700000000000003,28.619999999999994,28.06833333333333,-0.46149323927101704,53.3,27.267690236418733,0,0,0
21,92,56.26,25.05,2025-06-08 21:00:00,6,8,2,0,0,0,0,0,0.0,50,73.0,19.0,78.66666666666667,82.5,0.26027397260273966,53.3,2.960000000000001,41.25666666666666,40.151666666666664,0.05553470919324588,18.32,6.73,25.796666666666663,26.40166666666667,0.36735807860262004,56.26,34.66518223262598,0,0,0
22,61,15.38,35.09,2025-06-08 22:00:00,6,8,2,0,0,0,0,0,0.0,51,92.0,-31.0,75.33333333333333,76.5,-0.3369565217391305,56.26,-40.879999999999995,41.64666666666667,34.50166666666667,-0.726626377532883,25.05,10.040000000000003,26.153333333333325,27.221666666666668,0.40079840319361293,35.09,21.386336053371586,0,0,0
23,76,42.55,27.94,2025-06-08 23:00:00,6,8,2,0,0,0,0,0,0.0,52,61.0,15.0,76.33333333333333,77.66666666666667,0.24590163934426235,15.38,27.169999999999995,38.06333333333333,35.85,1.0,35.09,-7.150000000000002,29.359999999999996,28.99,-0.20376175548589348,42.55,33.73094010879643,0,0,0
0,77,19.27,28.84,2025-06-09 00:00:00,0,9,2,0,0,0,0,0,0.0,34,76.0,1.0,71.33333333333333,75.0,0.013157894736842035,42.55,-23.279999999999998,25.733333333333334,33.495,-0.5471210340775559,27.94,0.8999999999999986,30.62333333333333,28.210000000000004,0.032211882605583275,28.84,23.10317145909018,0,0,0
1,85,29.3,13.11,2025-06-09 01:00:00,0,9,2,0,0,0,0,0,0.0,33,77.0,8.0,79.33333333333333,77.33333333333333,0.10389610389610393,19.27,10.030000000000001,30.373333333333335,36.01,0.5204981837052414,28.84,-15.73,23.296666666666663,24.725000000000005,-0.5454230235783635,29.3,18.114736710333965,0,0,0
2,88,9.16,46.35,2025-06-09 02:00:00,0,9,2,0,0,0,0,0,0.0,32,85.0,3.0,83.33333333333333,79.83333333333333,0.03529411764705892,29.3,-20.14,19.243333333333336,28.653333333333336,-0.6873720136518771,13.11,33.24,29.433333333333326,29.396666666666672,1.0,46.35,15.296919234427685,0,0,0
3,75,28.45,8.79,2025-06-09 03:00:00,0,9,2,0,0,0,0,0,0.0,31,88.0,-13.0,82.66666666666667,77.0,-0.1477272727272727,9.16,19.29,22.30333333333333,24.018333333333334,1.0,46.35,-37.56,22.749999999999996,26.686666666666667,-0.8103559870550162,28.45,13.430477673725091,0,0,0
4,71,18.62,31.44,2025-06-09 04:00:00,0,9,2,0,0,0,0,0,0.0,30,75.0,-4.0,78.0,78.66666666666667,-0.053333333333333344,28.45,-9.829999999999998,18.743333333333336,24.558333333333334,-0.345518453427065,8.79,22.650000000000002,28.859999999999996,26.078333333333333,1.0,31.44,23.388445437705847,0,0,0
5,85,32.32,22.03,2025-06-09 05:00:00,0,9,2,0,0,0,0,0,0.0,29,71.0,14.0,77.0,80.16666666666667,0.19718309859154926,18.62,13.7,26.463333333333335,22.853333333333335,0.7357679914070892,31.44,-9.41,20.75333333333333,25.093333333333334,-0.2993002544529262,32.32,26.200904798511417,0,0,0
6,81,23.52,34.37,2025-06-09 06:00:00,0,9,2,0,0,0,0,0,0.0,28,85.0,-4.0,79.0,80.83333333333333,-0.04705882352941182,32.32,-8.8,24.819999999999997,23.561666666666667,-0.2722772277227723,22.03,12.339999999999996,29.27999999999999,26.015,0.5601452564684519,34.37,27.928222043043323,0,0,0
7,83,25.41,38.85,2025-06-09 07:00:00,0,9,2,0,0,0,0,0,0.0,27,81.0,2.0,83.0,80.5,0.024691358024691468,23.52,1.8900000000000006,27.083333333333332,22.91333333333333,0.0803571428571428,34.37,4.480000000000004,31.749999999999996,30.305000000000003,0.13034623217922614,38.85,30.724509356917064,0,0,0
8,81,50.81,28.51,2025-06-09 08:00:00,0,9,2,0,0,0,0,0,0.0,26,83.0,-2.0,81.66666666666667,79.33333333333333,-0.02409638554216864,25.41,25.400000000000002,33.24666666666667,29.855,0.9996064541519087,38.85,-10.34,33.91,27.331666666666667,-0.26615186615186615,50.81,36.52529205086621,0,0,0
9,68,37.1,23.64,2025-06-09 09:00:00,0,9,2,1,0,0,0,0,0.0,25,81.0,-13.0,77.33333333333333,78.16666666666667,-0.16049382716049387,50.81,-13.71,37.77333333333333,31.29666666666667,-0.26982877386341275,28.51,-4.870000000000001,30.33333333333333,29.80666666666667,-0.17081725710277096,37.1,28.878629784678473,0,0,0
10,71,39.45,37.29,2025-06-09 10:00:00,0,9,2,1,0,0,0,0,0.0,24,68.0,3.0,73.33333333333333,78.16666666666667,0.044117647058823595,37.1,2.3500000000000014,42.45333333333333,34.76833333333334,0.06334231805929913,23.64,13.649999999999999,29.813333333333322,30.781666666666666,0.5774111675126903,39.45,38.339600777435486,1,0,0
11,70,26.83,26.89,2025-06-09 11:00:00,0,9,2,1,0,0,0,0,0.0,25,71.0,-1.0,69.66666666666667,75.66666666666667,-0.014084507042253502,39.45,-12.620000000000005,34.46,33.85333333333333,-0.31989860583016483,37.29,-10.399999999999999,29.273333333333323,31.59166666666667,-0.27889514615178324,26.89,26.859966030157,0,0,0
12,83,37.8,28.97,2025-06-09 12:00:00,0,9,2,1,0,0,0,0,0.0,24,70.0,13.0,74.66666666666667,76.0,0.18571428571428572,26.83,10.969999999999999,34.693333333333335,36.233333333333334,0.40887066716362286,26.89,2.0799999999999983,31.049999999999994,30.691666666666666,0.07735217552993667,37.8,32.80113777443256,1,0,0
13,72,39.37,22.98,2025-06-09 13:00:00,0,9,2,1,0,0,0,0,0.0,25,83.0,-11.0,75.0,74.16666666666667,-0.1325301204819277,37.8,1.5700000000000003,34.666666666666664,38.56,0.041534391534391535,28.97,-5.989999999999998,26.27999999999999,28.046666666666667,-0.20676561960648943,39.37,29.020772621960344,0,0,0
14,84,41.33,32.64,2025-06-09 14:00:00,0,9,2,1,0,0,0,0,0.0,24,72.0,12.0,79.66666666666667,74.66666666666667,0.16666666666666674,39.37,1.9600000000000009,39.5,36.98,0.04978409956819907,22.98,9.66,28.19666666666666,28.735,0.42036553524804177,41.33,36.47454867548265,1,0,0
15,90,36.88,24.58,2025-06-09 15:00:00,0,9,2,1,0,0,0,0,0.0,25,84.0,6.0,82.0,78.33333333333333,0.0714285714285714,41.33,-4.449999999999996,39.193333333333335,36.94333333333333,-0.10766997338495032,32.64,-8.060000000000002,26.733333333333324,28.89166666666667,-0.24693627450980393,36.88,29.499199031903693,0,0,0
16,73,16.52,21.07,2025-06-09 16:00:00,0,9,2,1,0,0,0,0,0.0,24,90.0,-17.0,82.33333333333333,78.66666666666667,-0.18888888888888888,36.88,-20.360000000000003,31.576666666666668,33.12166666666666,-0.5520607375271149,24.58,-3.509999999999998,26.096666666666653,26.188333333333333,-0.14279902359641983,21.07,18.51962712105275,0,0,0
17,79,7.18,18.5,2025-06-09 17:00:00,0,9,2,1,0,0,0,0,0.0,25,73.0,6.0,80.66666666666667,80.16666666666667,0.08219178082191791,16.52,-9.34,20.19333333333333,29.846666666666664,-0.5653753026634383,21.07,-2.5700000000000003,21.383333333333326,24.790000000000003,-0.12197437114380638,18.5,10.345015251362332,1,0,0
18,79,34.33,38.31,2025-06-09 18:00:00,0,9,2,1,0,0,0,0,0.0,24,79.0,0.0,77.0,79.5,0.0,7.18,27.15,19.34333333333333,29.268333333333334,1.0,18.5,19.810000000000002,25.95999999999999,26.346666666666668,1.0,38.31,36.21096593872569,0,0,0
19,63,22.53,34.02,2025-06-09 19:00:00,0,9,2,1,0,0,0,0,0.0,24,79.0,-16.0,73.66666666666667,78.0,-0.20253164556962022,34.33,-11.799999999999997,21.346666666666664,26.461666666666662,-0.3437226915234488,38.31,-4.289999999999999,30.27666666666666,28.186666666666667,-0.11198120595144867,34.02,27.107713083860073,0,0,0
20,89,41.39,28.0,2025-06-09 20:00:00,0,9,2,0,0,0,0,0,0.0,25,63.0,26.0,77.0,78.83333333333333,0.4126984126984128,22.53,18.86,32.75,26.471666666666668,0.8371060807811805,34.02,-6.020000000000003,33.44333333333333,27.413333333333338,-0.17695473251028815,41.39,33.40308356531081,0,0,0
21,74,25.23,21.46,2025-06-09 21:00:00,0,9,2,0,0,0,0,0,0.0,26,89.0,-15.0,75.33333333333333,76.16666666666667,-0.1685393258426966,41.39,-16.16,29.71666666666667,24.53,-0.3904324716115004,28.0,-6.539999999999999,27.826666666666657,26.893333333333334,-0.23357142857142854,25.23,23.192794577151545,0,0,0
22,96,33.69,30.45,2025-06-09 22:00:00,0,9,2,0,0,0,0,0,0.0,27,74.0,22.0,86.33333333333333,80.0,0.29729729729729737,25.23,8.459999999999997,33.43666666666667,27.391666666666666,0.3353151010701545,21.46,8.989999999999998,26.636666666666656,28.456666666666667,0.41891891891891886,33.69,31.988166043215376,1,0,0
23,83,28.47,31.44,2025-06-09 23:00:00,0,9,2,0,0,0,0,0,0.0,28,96.0,-13.0,84.33333333333333,80.66666666666667,-0.13541666666666663,33.69,-5.219999999999999,29.13,30.94,-0.1549421193232413,30.45,0.990000000000002,27.78333333333332,30.613333333333333,0.03251231527093612,31.44,29.88138160772189,0,0,0
0,77,34.75,27.63,2025-06-10 00:00:00,1,10,2,0,0,0,0,0,0.0,10,83.0,-6.0,85.33333333333333,80.33333333333333,-0.07228915662650603,28.47,6.280000000000001,32.303333333333335,31.01,0.22058306989813836,31.44,-3.8100000000000023,29.83999999999999,28.833333333333332,-0.12118320610687028,34.75,30.783664174676755,0,0,0
1,82,44.34,24.17,2025-06-10 01:00:00,1,10,2,0,0,0,0,0,0.0,9,77.0,5.0,80.66666666666667,83.5,0.06493506493506485,34.75,9.590000000000003,35.85333333333333,34.645,0.2759712230215827,27.63,-3.4599999999999973,27.746666666666655,27.191666666666666,-0.1252262034020991,44.34,31.28587900619065,1,0,0
2,74,48.44,23.57,2025-06-10 02:00:00,1,10,2,0,0,0,0,0,0.0,8,82.0,-8.0,77.66666666666667,81.0,-0.09756097560975607,44.34,4.099999999999994,42.51,35.82,0.0924672981506538,24.17,-0.6000000000000014,25.123333333333324,26.453333333333333,-0.02482416218452632,48.44,31.710339817937243,0,0,0
3,93,31.77,38.47,2025-06-10 03:00:00,1,10,2,0,0,0,0,0,0.0,7,74.0,19.0,83.0,84.16666666666667,0.2567567567567568,48.44,-16.669999999999998,41.516666666666666,36.910000000000004,-0.34413707679603633,23.57,14.899999999999999,28.73666666666666,29.288333333333338,0.6321595248196861,38.47,34.80045226650837,0,0,0
4,74,37.32,31.94,2025-06-10 04:00:00,1,10,2,0,0,0,0,0,0.0,6,93.0,-19.0,80.33333333333333,80.5,-0.20430107526881724,31.77,5.550000000000001,39.17666666666667,37.515,0.17469310670443816,38.47,-6.529999999999998,31.326666666666657,29.536666666666665,-0.16974265661554455,37.32,34.42104486830718,0,0,0
5,62,16.19,10.67,2025-06-10 05:00:00,1,10,2,0,0,0,0,0,0.0,5,74.0,-12.0,76.33333333333333,77.0,-0.16216216216216217,37.32,-21.13,28.426666666666666,35.468333333333334,-0.5661843515541265,31.94,-21.270000000000003,27.026666666666657,26.075,-0.665936130244208,16.19,12.862791851720335,0,0,0
6,70,41.86,7.67,2025-06-10 06:00:00,1,10,2,0,0,0,0,0,0.0,4,62.0,8.0,68.66666666666667,75.83333333333333,0.12903225806451624,16.19,25.669999999999998,31.790000000000003,36.653333333333336,1.0,10.67,-3.0,16.75999999999999,22.748333333333335,-0.2811621368322399,41.86,12.964514214324364,1,0,0
7,82,31.92,46.39,2025-06-10 07:00:00,1,10,2,0,0,0,0,0,0.0,3,70.0,12.0,71.33333333333333,75.83333333333333,0.17142857142857149,41.86,-9.939999999999998,29.99,34.583333333333336,-0.23745819397993306,7.67,38.72,21.576666666666657,26.451666666666664,1.0,46.39,37.81812749561835,0,0,0
8,88,31.83,29.27,2025-06-10 08:00:00,1,10,2,0,0,0,0,0,0.0,2,82.0,6.0,80.0,78.16666666666667,0.07317073170731714,31.92,-0.09000000000000341,35.20333333333333,31.814999999999998,-0.0028195488721806106,46.39,-17.12,27.776666666666657,27.401666666666667,-0.3690450528131063,31.83,30.496369419044694,0,0,0
9,80,38.96,41.93,2025-06-10 09:00:00,1,10,2,1,0,0,0,0,0.0,1,88.0,-8.0,83.33333333333333,76.0,-0.09090909090909094,31.83,7.130000000000003,34.23666666666667,33.01333333333333,0.22400251335218346,29.27,12.66,39.19666666666666,27.978333333333335,0.4325247693884524,41.93,40.390475480399616,0,0,1
10,219,88.99,85.29,2025-06-10 10:00:00,1,10,2,1,1,1,0,0,0.9,0,80.0,139.0,129.0,100.16666666666667,1.0,38.96,50.029999999999994,53.25999999999999,41.625,1.0,41.93,43.36000000000001,52.16333333333333,36.870000000000005,1.0,88.99,87.10072363380353,1,1,1
11,271,100.0,83.45,2025-06-10 11:00:00,1,10,2,1,1,1,0,0,0.9,1,219.0,52.0,190.0,135.0,0.2374429223744292,88.99,11.010000000000005,75.98333333333333,55.593333333333334,0.12372176649061695,85.29,-1.8400000000000034,70.22333333333333,49.0,-0.02157345527025445,100.0,90.97846776245045,0,1,1
12,234,85.19,78.31,2025-06-10 12:00:00,1,10,2,1,1,1,0,0,0.9,0,271.0,-37.0,241.33333333333334,162.33333333333334,-0.13653136531365317,100.0,-14.810000000000002,91.39333333333332,62.815,-0.1481,83.45,-5.140000000000001,82.35,60.77333333333334,-0.061593768723786746,85.19,81.6052459962982,0,1,0
13,78,23.26,19.37,2025-06-10 13:00:00,1,10,2,1,0,0,0,0,0.0,1,234.0,-156.0,194.33333333333334,161.66666666666666,-0.6666666666666667,85.19,-61.92999999999999,69.48333333333333,61.37166666666667,-0.726963258598427,78.31,-58.94,60.376666666666665,56.27,-0.7526497254501341,23.26,21.137517730764305,0,0,1
14,269,100.0,91.19,2025-06-10 14:00:00,1,10,2,1,1,0,0,1,0.7,0,78.0,191.0,193.66666666666666,191.83333333333334,1.0,23.26,76.74,69.48333333333333,72.73333333333333,1.0,19.37,71.82,62.956666666666656,66.59,1.0,100.0,95.39201792252724,1,1,0
15,197,81.51,69.27,2025-06-10 15:00:00,1,10,2,1,1,0,0,1,0.7,1,269.0,-72.0,181.33333333333334,211.33333333333334,-0.26765799256505574,100.0,-18.489999999999995,68.25666666666667,79.825,-0.18489999999999995,91.19,-21.92,59.94333333333333,71.14666666666666,-0.24037723434587133,81.51,74.89319092125487,0,0,1
16,224,96.5,82.8,2025-06-10 16:00:00,1,10,2,1,1,0,0,1,0.7,0,197.0,27.0,230.0,212.16666666666666,0.13705583756345185,81.51,14.989999999999995,92.67,81.07666666666667,0.1839038154827628,69.27,13.530000000000001,81.08666666666666,70.73166666666667,0.1953226504980512,96.5,89.1266029719654,1,1,0
17,83,34.19,27.17,2025-06-10 17:00:00,1,10,2,1,0,0,0,0,0.0,1,224.0,-141.0,168.0,180.83333333333334,-0.6294642857142857,96.5,-62.31,70.73333333333333,70.10833333333333,-0.645699481865285,82.8,-55.629999999999995,59.74666666666665,61.35166666666667,-0.6718599033816425,34.19,30.27843174252882,0,0,0
18,197,62.44,77.9,2025-06-10 18:00:00,1,10,2,1,1,0,1,0,0.8,0,83.0,114.0,168.0,174.66666666666666,1.0,34.19,28.25,64.37666666666667,66.31666666666666,0.8262649897630887,27.17,50.730000000000004,62.62333333333333,61.28333333333333,1.0,77.9,69.31845470059531,1,0,1
19,274,100.0,87.19,2025-06-10 19:00:00,1,10,2,1,1,0,1,0,0.8,0,197.0,77.0,184.66666666666666,207.33333333333334,0.3908629441624365,62.44,37.56,65.54333333333334,79.10666666666667,0.6015374759769379,77.9,9.289999999999992,64.08666666666666,72.58666666666666,0.11925545571245166,100.0,93.15668523341694,0,1,0
20,78,24.82,27.2,2025-06-10 20:00:00,1,10,2,0,0,0,0,0,0.0,1,274.0,-196.0,183.0,175.5,-0.7153284671532847,100.0,-75.18,62.419999999999995,66.57666666666667,-0.7518,87.19,-59.989999999999995,64.09666666666665,61.92166666666666,-0.6880376189930038,27.2,25.955555095048926,0,0,0
21,67,38.57,26.47,2025-06-10 21:00:00,1,10,2,0,0,0,0,0,0.0,2,78.0,-11.0,139.66666666666666,153.83333333333334,-0.14102564102564108,24.82,13.75,54.46333333333333,59.42000000000001,0.5539887187751813,27.2,-0.7300000000000004,46.95333333333332,54.788333333333334,-0.026838235294117663,38.57,31.39446141767434,0,0,0
22,68,55.25,15.71,2025-06-10 22:00:00,1,10,2,0,0,0,0,0,0.0,3,67.0,1.0,71.0,127.83333333333333,0.014925373134328401,38.57,16.68,39.54666666666667,52.544999999999995,0.4324604614985741,26.47,-10.759999999999998,23.126666666666654,43.60666666666666,-0.4064979221760483,55.25,24.463852558288437,0,0,0
23,76,33.51,23.53,2025-06-10 23:00:00,1,10,2,0,0,0,0,0,0.0,4,68.0,8.0,70.33333333333333,126.66666666666667,0.11764705882352944,55.25,-21.740000000000002,42.44333333333333,52.43166666666667,-0.3934841628959277,15.71,7.82,21.90333333333332,43.0,0.4977721196690006,33.51,27.646924515306377,0,0,0
0,84,33.14,21.01,2025-06-11 00:00:00,2,11,2,0,0,0,0,0,0.0,106,76.0,8.0,76.0,107.83333333333333,0.10526315789473695,33.51,-0.36999999999999744,40.63333333333333,47.54833333333334,-0.011041480155177474,23.53,-2.5199999999999996,20.083333333333325,33.51833333333334,-0.10709732256693583,33.14,25.716394760546727,0,0,0
1,87,17.9,18.04,2025-06-11 01:00:00,2,11,2,0,0,0,0,0,0.0,105,84.0,3.0,82.33333333333333,76.66666666666667,0.03571428571428581,33.14,-15.240000000000002,28.183333333333334,33.865,-0.45986722993361506,21.01,-2.9700000000000024,20.859999999999992,21.993333333333336,-0.1413612565445027,18.04,17.96972687897254,0,0,0
2,72,45.97,26.76,2025-06-11 02:00:00,2,11,2,0,0,0,0,0,0.0,104,87.0,-15.0,81.0,75.66666666666667,-0.1724137931034483,17.9,28.07,32.336666666666666,37.39,1.0,18.04,8.720000000000002,21.936666666666657,21.92,0.4833702882483373,45.97,33.828054010338874,0,0,0
3,85,33.75,37.73,2025-06-11 03:00:00,2,11,2,0,0,0,0,0,0.0,103,72.0,13.0,81.33333333333333,78.66666666666667,0.18055555555555558,45.97,-12.219999999999999,32.54,36.586666666666666,-0.2658255383946052,26.76,10.969999999999995,27.50999999999999,23.796666666666667,0.40994020926756325,37.73,35.62919650770571,0,0,0
4,75,26.27,21.7,2025-06-11 04:00:00,2,11,2,0,0,0,0,0,0.0,102,85.0,-10.0,77.33333333333333,79.83333333333333,-0.11764705882352944,33.75,-7.48,35.33,31.756666666666664,-0.22162962962962962,37.73,-16.029999999999998,28.72999999999999,24.795,-0.42486085343228197,26.27,23.767312450128987,0,0,0
5,81,27.42,21.88,2025-06-11 05:00:00,2,11,2,0,0,0,0,0,0.0,101,75.0,6.0,80.33333333333333,80.66666666666667,0.08000000000000007,26.27,1.1500000000000021,29.146666666666665,30.741666666666664,0.043776170536734105,21.7,0.17999999999999972,27.103333333333325,24.52,0.008294930875575979,27.42,24.338725713210437,1,0,0
6,77,54.19,29.64,2025-06-11 06:00:00,2,11,2,0,0,0,0,0,0.0,100,81.0,-4.0,77.66666666666667,79.5,-0.04938271604938271,27.42,26.769999999999996,35.96,34.25,0.9762946754194017,21.88,7.760000000000002,24.406666666666656,25.958333333333332,0.3546617915904937,54.19,38.320209515445434,0,0,0
7,93,28.43,30.66,2025-06-11 07:00:00,2,11,2,0,0,0,0,0,0.0,99,77.0,16.0,83.66666666666667,80.5,0.20779220779220786,54.19,-25.759999999999998,36.68,36.005,-0.47536445838715624,29.64,1.0199999999999996,27.39333333333332,28.061666666666667,0.03441295546558698,30.66,29.502920502573694,0,0,0
8,82,38.61,19.26,2025-06-11 08:00:00,2,11,2,0,0,0,0,0,0.0,98,93.0,-11.0,84.0,82.16666666666667,-0.11827956989247312,28.43,10.18,40.41,34.77833333333333,0.3580724586704185,30.66,-11.399999999999999,26.519999999999992,26.811666666666667,-0.37181996086105673,38.61,25.699968486262854,0,0,0
9,77,47.8,16.73,2025-06-11 09:00:00,2,11,2,1,0,0,0,0,0.0,97,82.0,-5.0,84.0,80.83333333333333,-0.060975609756097615,38.61,9.189999999999998,38.28,37.12,0.23802123802123787,19.26,-2.530000000000001,22.216666666666654,23.311666666666667,-0.13136033229491173,47.8,24.785184832090735,0,0,0
10,88,30.66,16.82,2025-06-11 10:00:00,2,11,2,1,0,0,0,0,0.0,96,77.0,11.0,82.33333333333333,83.0,0.1428571428571428,47.8,-17.139999999999997,39.02333333333333,37.85166666666667,-0.35857740585774056,16.73,0.08999999999999986,17.603333333333325,22.498333333333335,0.005379557680812885,30.66,21.722880797748928,0,0,0
11,77,26.42,29.92,2025-06-11 11:00:00,2,11,2,1,0,0,0,0,0.0,97,88.0,-11.0,80.66666666666667,82.33333333333333,-0.125,30.66,-4.239999999999998,34.96,37.684999999999995,-0.13829093281148075,16.82,13.100000000000001,21.156666666666656,23.838333333333335,0.7788347205707491,29.92,28.061284592451468,0,0,0
12,88,44.04,33.97,2025-06-11 12:00:00,2,11,2,1,0,0,0,0,0.0,96,77.0,11.0,84.33333333333333,84.16666666666667,0.1428571428571428,26.42,17.619999999999997,33.70666666666667,35.99333333333333,0.6669190007570021,29.92,4.049999999999997,26.90333333333332,24.560000000000002,0.13536096256684482,44.04,38.35505145039032,0,0,0
13,76,31.59,28.8,2025-06-11 13:00:00,2,11,2,1,0,0,0,0,0.0,97,88.0,-12.0,80.33333333333333,81.33333333333333,-0.13636363636363635,44.04,-12.45,34.016666666666666,36.519999999999996,-0.28269754768392374,33.97,-5.169999999999998,30.896666666666658,24.25,-0.15219311156903148,31.59,30.1305509499826,0,0,0
14,79,49.89,20.14,2025-06-11 14:00:00,2,11,2,1,0,0,0,0,0.0,96,76.0,3.0,81.0,80.83333333333333,0.03947368421052633,31.59,18.3,41.839999999999996,38.4,0.5792972459639127,28.8,-8.66,27.636666666666656,24.396666666666665,-0.3006944444444445,49.89,28.69583283313105,0,0,0
15,64,19.42,25.57,2025-06-11 15:00:00,2,11,2,1,0,0,0,0,0.0,97,79.0,-15.0,73.0,78.66666666666667,-0.189873417721519,49.89,-30.47,33.63333333333333,33.669999999999995,-0.6107436359991982,20.14,5.43,24.83666666666666,25.87,0.2696127110228401,25.57,22.074656144150786,0,0,0
16,85,17.89,44.18,2025-06-11 16:00:00,2,11,2,1,0,0,0,0,0.0,96,64.0,21.0,76.0,78.16666666666667,0.328125,19.42,-1.5300000000000011,29.066666666666663,31.541666666666668,-0.07878475798146245,25.57,18.61,29.963333333333324,30.429999999999996,0.7278060226828313,44.18,25.46738160999869,1,0,0
17,84,27.41,37.4,2025-06-11 17:00:00,2,11,2,1,0,0,0,0,0.0,97,85.0,-1.0,77.66666666666667,79.33333333333333,-0.0117647058823529,17.89,9.52,21.573333333333327,31.706666666666667,0.5321408608160982,44.18,-6.780000000000001,35.71666666666666,31.676666666666666,-0.15346310547759168,37.4,31.635055861208834,0,0,0
18,75,28.02,24.15,2025-06-11 18:00:00,2,11,2,1,0,0,0,0,0.0,96,84.0,-9.0,81.33333333333333,77.16666666666667,-0.1071428571428571,27.41,0.6099999999999994,24.439999999999998,29.036666666666665,0.02225465158701212,37.4,-13.25,35.24333333333332,30.040000000000003,-0.35427807486631013,28.02,25.94146015063331,0,0,0
19,90,41.94,39.69,2025-06-11 19:00:00,2,11,2,1,0,0,0,0,0.0,96,75.0,15.0,83.0,79.5,0.19999999999999996,28.02,13.919999999999998,32.456666666666656,30.76166666666667,0.49678800856531047,24.15,15.54,33.746666666666655,31.855,0.6434782608695653,41.94,40.78399070459402,1,0,0
20,87,40.1,17.17,2025-06-11 20:00:00,2,11,2,0,0,0,0,0,0.0,97,90.0,-3.0,84.0,80.83333333333333,-0.033333333333333326,41.94,-1.8399999999999963,36.68666666666666,29.13,-0.043872198378636096,39.69,-22.519999999999996,27.00333333333332,31.36,-0.5673973293020911,40.1,24.044595389477994,0,0,0
21,88,49.9,25.38,2025-06-11 21:00:00,2,11,2,0,0,0,0,0,0.0,98,87.0,1.0,88.33333333333333,84.83333333333333,0.011494252873563315,40.1,9.799999999999997,43.98,34.21,0.24438902743142132,17.17,8.209999999999997,27.413333333333323,31.328333333333333,0.4781595806639485,49.9,33.64670521191943,1,0,0
22,83,22.6,36.15,2025-06-11 22:00:00,2,11,2,0,0,0,0,0,0.0,99,88.0,-5.0,86.0,84.5,-0.05681818181818177,49.9,-27.299999999999997,37.53333333333333,34.995,-0.5470941883767535,25.38,10.77,26.233333333333324,29.99,0.4243498817966902,36.15,27.812425092554466,0,0,0
23,78,41.81,33.81,2025-06-11 23:00:00,2,11,2,0,0,0,0,0,0.0,100,83.0,-5.0,83.0,83.5,-0.06024096385542166,22.6,19.21,38.10333333333333,37.395,0.8500000000000001,36.15,-2.3399999999999963,31.77999999999999,29.391666666666666,-0.06473029045643142,41.81,37.38683105809534,0,0,0
0,73,35.3,17.8,2025-06-12 00:00:00,3,12,2,0,0,0,0,0,0.0,82,78.0,-5.0,78.0,83.16666666666667,-0.0641025641025641,41.81,-6.510000000000005,33.236666666666665,38.60833333333333,-0.15570437694331507,33.81,-16.01,29.253333333333327,28.333333333333332,-0.47352854185152327,35.3,23.666289610804338,0,0,0
1,83,29.89,25.44,2025-06-12 01:00:00,3,12,2,0,0,0,0,0,0.0,81,73.0,10.0,78.0,82.0,0.13698630136986312,35.3,-5.409999999999997,35.666666666666664,36.6,-0.15325779036827192,17.8,7.640000000000001,25.683333333333326,25.958333333333332,0.42921348314606744,29.89,27.4860505063067,1,0,0
2,72,28.54,35.21,2025-06-12 02:00:00,3,12,2,0,0,0,0,0,0.0,80,83.0,-11.0,76.0,79.5,-0.1325301204819277,29.89,-1.3500000000000014,31.24333333333333,34.67333333333333,-0.045165607226497206,25.44,9.77,26.14999999999999,28.965000000000003,0.38404088050314455,35.21,31.526066987826404,0,0,0
3,85,38.53,43.53,2025-06-12 03:00:00,3,12,2,0,0,0,0,0,0.0,79,72.0,13.0,80.0,79.0,0.18055555555555558,28.54,9.990000000000002,32.31999999999999,32.77833333333333,0.3500350385423967,35.21,8.32,34.72666666666666,31.99,0.23629650667424018,43.53,40.87767196103252,0,0,0
